condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,613135,559841,38.7647,35.3952,554249,58886,5592,962957,35.0417,3.7230,0.3535,60.8818,-3.3694
random,1582560,1581684,613135,555435,38.7647,35.1167,549910,63225,5525,963024,34.7674,3.9973,0.3493,60.8860,-3.6480
