condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,612977,604604,38.7547,38.2253,599830,13147,4774,963933,37.9235,0.8312,0.3018,60.9435,-0.5294
random,1582560,1581684,612977,604765,38.7547,38.2355,599986,12991,4779,963928,37.9334,0.8213,0.3021,60.9431,-0.5192
