bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,720286,-0.004733,-0.030515,0.001242,-0.890557
0.02,0.05,103106,-0.005481,-0.025710,0.003051,-1.072821
0.05,0.1,27274,-0.005910,-0.019896,0.004871,-1.145406
0.1,0.2,11620,-0.006004,-0.015022,0.005852,-1.123520
0.2,0.4,10367,-0.002182,-0.010720,0.006907,-0.405206
0.4,1.01,709031,-0.002241,-0.009397,0.011524,1.265310
