bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,14845,94.8131,4.2034,1.4887,-2.7147,12.9579,12.8663,6.2378,-6.6285
0.02,0.05,zero,3459,88.9853,15.4958,4.3943,-11.1015,21.9659,31.6565,16.5655,-15.0911
0.05,0.1,zero,1708,79.2155,42.5059,11.7681,-30.7377,34.2389,63.2904,37.9391,-25.3513
0.1,0.2,zero,1468,70.3678,65.2589,23.1608,-42.0981,42.2888,81.6757,59.6049,-22.0708
0.2,0.3,zero,743,62.4495,79.8116,33.2436,-46.5680,47.8869,92.1938,74.4280,-17.7658
0.3,0.4,zero,421,52.4941,75.5344,40.3800,-35.1544,53.0166,91.4489,77.1971,-14.2518
0.4,1.01,zero,9969,4.8450,97.8734,94.5030,-3.3704,66.7770,99.5687,98.5656,-1.0031
0.0,0.02,random,14845,94.5301,4.2034,1.4550,-2.7484,13.1613,12.8663,6.2782,-6.5881
0.02,0.05,random,3459,88.8985,15.4958,3.9607,-11.5351,22.2492,31.6565,16.5366,-15.1200
0.05,0.1,random,1708,78.9813,42.5059,12.1780,-30.3279,34.4848,63.2904,37.8220,-25.4684
0.1,0.2,random,1468,70.3678,65.2589,22.6839,-42.5749,42.8747,81.6757,59.5368,-22.1390
0.2,0.3,random,743,63.6608,79.8116,31.3594,-48.4522,48.5599,92.1938,74.0242,-18.1696
0.3,0.4,random,421,52.0190,75.5344,39.6675,-35.8670,53.6817,91.4489,78.6223,-12.8266
0.4,1.01,random,9969,4.6143,97.8734,94.6735,-3.1999,67.0378,99.5687,98.6057,-0.9630
