bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,308671,98.5305,0.8015,1.1741,0.3726,4.8332,3.1419,3.0852,-0.0567
0.02,0.05,zero,226206,98.0257,1.1591,1.8757,0.7166,5.8538,4.3200,4.5600,0.2400
0.05,0.1,zero,171542,96.9366,2.0013,3.1765,1.1752,7.6751,6.5687,7.1907,0.6220
0.1,0.2,zero,130340,94.4898,4.2650,6.4715,2.2065,11.9598,11.9817,13.6896,1.7078
0.2,0.3,zero,53538,89.0769,9.6772,12.3800,2.7028,19.7153,22.9052,25.1634,2.2582
0.3,0.4,zero,30094,82.2124,17.2692,19.4291,2.1599,28.5406,35.5918,38.0541,2.4623
0.4,1.01,zero,661293,19.8968,76.4832,65.0089,-11.4743,65.2785,81.0645,78.3595,-2.7050
0.0,0.02,random,308671,98.4077,0.8015,1.1456,0.3441,5.1134,3.1419,3.0988,-0.0431
0.02,0.05,random,226206,97.8749,1.1591,1.8351,0.6759,6.1623,4.3200,4.5370,0.2171
0.05,0.1,random,171542,96.7961,2.0013,3.1106,1.1093,8.0095,6.5687,7.1294,0.5608
0.1,0.2,random,130340,94.3310,4.2650,6.3058,2.0408,12.2874,11.9817,13.4939,1.5122
0.2,0.3,random,53538,88.9817,9.6772,11.9971,2.3198,20.1024,22.9052,24.7805,1.8753
0.3,0.4,random,30094,82.1692,17.2692,18.6715,1.4023,28.8197,35.5918,37.3197,1.7279
0.4,1.01,random,661293,20.6027,76.4832,64.1647,-12.3184,65.6731,81.0645,77.8274,-3.2371
