bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,837873,98.2859,0.9198,0.5371,-0.3828,6.5619,3.6953,1.6843,-2.0110
0.02,0.05,zero,20165,85.6186,12.0159,15.5914,3.5755,26.6392,27.5130,23.2234,-4.2896
0.05,0.1,zero,9451,51.9099,39.3398,52.8304,13.4906,69.5249,70.9660,71.4951,0.5290
0.1,0.2,zero,15468,34.6845,54.5513,66.8929,12.3416,79.1040,83.8699,84.5681,0.6982
0.2,0.3,zero,15028,22.2851,68.6585,76.0647,7.4062,81.9390,88.3950,88.8209,0.4259
0.3,0.4,zero,16698,14.1215,78.0153,82.6386,4.6233,83.5010,91.3163,91.6936,0.3773
0.4,1.01,zero,667001,0.9034,83.6793,83.8077,0.1283,83.2311,85.3532,85.1413,-0.2120
0.0,0.02,random,837873,98.1439,0.9198,0.5318,-0.3880,6.8420,3.6953,1.7067,-1.9886
0.02,0.05,random,20165,85.5591,12.0159,15.1798,3.1639,26.9586,27.5130,23.3028,-4.2103
0.05,0.1,random,9451,52.7457,39.3398,51.8993,12.5595,69.4889,70.9660,71.4316,0.4656
0.1,0.2,random,15468,36.0228,54.5513,65.7551,11.2038,78.6553,83.8699,84.4970,0.6271
0.2,0.3,random,15028,23.7690,68.6585,74.9335,6.2750,81.4573,88.3950,88.6612,0.2662
0.3,0.4,random,16698,15.0018,78.0153,81.7104,3.6951,82.8950,91.3163,91.6577,0.3414
0.4,1.01,random,667001,0.9580,83.6793,83.7413,0.0619,82.7118,85.3532,85.1371,-0.2162
