bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,838824,98.2902,0.9232,0.5268,-0.3964,6.0813,3.7506,1.7421,-2.0085
0.02,0.05,zero,21269,82.3828,12.1538,14.5799,2.4261,31.5360,27.9797,25.0129,-2.9668
0.05,0.1,zero,11081,49.1743,38.0110,45.5013,7.4903,72.4122,70.3637,70.3998,0.0361
0.1,0.2,zero,17095,30.4007,56.1041,59.8772,3.7730,82.0603,82.8312,82.9424,0.1111
0.2,0.3,zero,16433,18.7854,68.9101,71.0461,2.1359,84.1003,87.0809,87.3182,0.2373
0.3,0.4,zero,17539,11.0668,79.3546,79.9989,0.6443,84.9718,90.8433,90.9117,0.0684
0.4,1.01,zero,659443,0.5309,83.8195,83.8054,-0.0141,79.3114,85.2057,85.2874,0.0817
0.0,0.02,random,838824,98.2390,0.9232,0.5137,-0.4095,6.1932,3.7506,1.7584,-1.9922
0.02,0.05,random,21269,82.5897,12.1538,13.5361,1.3823,31.5285,27.9797,24.9236,-3.0561
0.05,0.1,random,11081,50.8709,38.0110,42.2886,4.2776,72.0657,70.3637,70.1381,-0.2256
0.1,0.2,random,17095,33.3372,56.1041,55.8175,-0.2866,81.6262,82.8312,82.6323,-0.1989
0.2,0.3,random,16433,22.4852,68.9101,66.7255,-2.1846,83.3615,87.0809,86.9409,-0.1400
0.3,0.4,random,17539,13.8833,79.3546,76.6349,-2.7197,84.1838,90.8433,90.7064,-0.1368
0.4,1.01,random,659443,0.7030,83.8195,83.5957,-0.2238,78.4188,85.2057,85.2633,0.0576
