condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,14391,11296,44.1266,34.6365,10881,3510,415,17807,33.3640,10.7626,1.2725,54.6009,-9.4901
random,38805,32613,14391,11258,44.1266,34.5200,10848,3543,410,17812,33.2628,10.8638,1.2572,54.6163,-9.6066
