bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,13796,94.5926,3.7402,1.5222,-2.2180,12.9327,12.3659,6.3424,-6.0235
0.02,0.05,zero,4147,89.0041,13.1903,5.0880,-8.1022,20.1881,28.7196,16.7591,-11.9605
0.05,0.1,zero,2161,80.7959,34.3360,13.4660,-20.8700,30.9949,53.4938,37.5752,-15.9186
0.1,0.2,zero,1470,70.0000,61.3605,27.4830,-33.8776,41.7823,78.5714,61.2925,-17.2789
0.2,0.3,zero,665,54.4361,76.5414,41.9549,-34.5865,49.4737,89.9248,77.7444,-12.1805
0.3,0.4,zero,375,48.8000,75.4667,46.1333,-29.3333,52.4800,90.4000,78.9333,-11.4667
0.4,1.01,zero,9999,4.9805,97.1797,94.2094,-2.9703,71.7472,99.3399,98.1098,-1.2301
0.0,0.02,random,13796,94.5926,3.7402,1.5222,-2.2180,12.9849,12.3659,6.3424,-6.0235
0.02,0.05,random,4147,89.0764,13.1903,4.9192,-8.2710,20.3810,28.7196,17.0002,-11.7193
0.05,0.1,random,2161,81.5363,34.3360,12.2166,-22.1194,30.7913,53.4938,36.6497,-16.8441
0.1,0.2,random,1470,70.2721,61.3605,27.1429,-34.2177,41.5510,78.5714,61.2925,-17.2789
0.2,0.3,random,665,55.6391,76.5414,40.4511,-36.0902,49.2932,89.9248,76.9925,-12.9323
0.3,0.4,random,375,49.6000,75.4667,44.8000,-30.6667,51.8933,90.4000,78.6667,-11.7333
0.4,1.01,random,9999,4.9005,97.1797,94.2494,-2.9303,71.9372,99.3399,98.1298,-1.2101
