bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,1374,96.5066,11.1354,3.4934,-7.6419,10.3930,35.6623,10.4076,-25.2547
0.02,0.05,zero,1705,96.5396,11.6129,2.8152,-8.7977,10.7097,40.1173,11.5543,-28.5630
0.05,0.1,zero,2283,95.5322,13.1406,2.7157,-10.4249,10.5913,39.1590,10.6439,-28.5151
0.1,0.2,zero,3420,95.0292,17.8363,4.1228,-13.7135,12.0936,43.7135,13.9766,-29.7368
0.2,0.3,zero,2317,94.4756,22.4428,5.2223,-17.2205,13.3880,49.4174,16.7458,-32.6716
0.3,0.4,zero,1886,92.8950,25.9809,5.3552,-20.6257,15.1644,52.4390,18.2927,-34.1463
0.4,1.01,zero,19628,42.4954,76.2992,56.3685,-19.9307,37.2356,86.2034,68.5195,-17.6839
0.0,0.02,random,1374,96.5066,11.1354,3.4934,-7.6419,10.7424,35.6623,10.8443,-24.8180
0.02,0.05,random,1705,96.5982,11.6129,2.8152,-8.7977,10.7683,40.1173,11.6129,-28.5044
0.05,0.1,random,2283,95.3132,13.1406,2.7157,-10.4249,10.4687,39.1590,10.6877,-28.4713
0.1,0.2,random,3420,95.1754,17.8363,4.2105,-13.6257,12.3158,43.7135,13.9474,-29.7661
0.2,0.3,random,2317,94.7777,22.4428,4.8770,-17.5658,13.5347,49.4174,16.6595,-32.7579
0.3,0.4,random,1886,92.3118,25.9809,5.7794,-20.2015,15.1856,52.4390,18.0806,-34.3584
0.4,1.01,random,19628,42.6228,76.2992,56.1901,-20.1090,37.3650,86.2034,68.3411,-17.8622
