bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,1581683,-0.041767,-0.085228,-0.022251,-14.405236
0.02,0.05,1,-0.067131,-0.067131,0.000000,-39.515114
0.05,0.1,0,0.000000,0.000000,0.000000,0.000000
0.1,0.2,0,0.000000,0.000000,0.000000,0.000000
0.2,0.4,0,0.000000,0.000000,0.000000,0.000000
0.4,1.01,0,0.000000,0.000000,0.000000,0.000000
