bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,605437,98.6284,0.6354,0.7320,0.0966,4.6616,2.7484,1.9512,-0.7973
0.02,0.05,zero,174297,97.6695,1.3219,2.3196,0.9977,6.5378,4.9244,4.0184,-0.9059
0.05,0.1,zero,64364,94.8045,3.8018,7.5166,3.7148,11.1245,10.7265,10.6084,-0.1181
0.1,0.2,zero,28651,83.9517,13.5737,25.2347,11.6610,25.9251,30.2642,32.6760,2.4118
0.2,0.3,zero,11796,64.2082,32.3923,52.5263,20.1339,47.7789,60.9444,65.1238,4.1794
0.3,0.4,zero,9105,51.4443,45.6233,64.0198,18.3965,57.6211,75.1345,78.7589,3.6244
0.4,1.01,zero,688034,3.6883,82.9417,82.3810,-0.5607,68.5870,85.2977,85.3202,0.0225
0.0,0.02,random,605437,98.4712,0.6354,0.7180,0.0826,5.0875,2.7484,2.0116,-0.7368
0.02,0.05,random,174297,97.4744,1.3219,2.1963,0.8744,7.0304,4.9244,4.0724,-0.8520
0.05,0.1,random,64364,94.6523,3.8018,7.0101,3.2083,11.6192,10.7265,10.5882,-0.1383
0.1,0.2,random,28651,84.2763,13.5737,23.4931,9.9194,25.8776,30.2642,32.1455,1.8813
0.2,0.3,random,11796,65.4120,32.3923,48.4232,16.0309,46.6667,60.9444,63.8606,2.9162
0.3,0.4,random,9105,53.3333,45.6233,59.6046,13.9813,56.0791,75.1345,77.3861,2.2515
0.4,1.01,random,688034,5.4397,82.9417,80.4893,-2.4523,66.8908,85.2977,85.0919,-0.2058
