bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,1494,-0.013584,-0.039606,0.001932,-3.056064
0.02,0.05,1946,-0.013351,-0.039154,0.001870,-3.014425
0.05,0.1,2452,-0.011999,-0.032246,0.000349,-2.665870
0.1,0.2,3363,-0.012889,-0.032703,0.002499,-2.871068
0.2,0.4,4452,-0.011439,-0.028081,0.003893,-2.586913
0.4,1.01,18906,-0.014276,-0.020956,0.015399,-1.913734
