bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,510684,89.4835,0.6668,0.4639,-0.2029,23.0689,2.7994,2.1177,-0.6816
0.02,0.05,zero,211969,82.5201,1.1738,0.7331,-0.4406,27.5074,4.3365,3.2330,-1.1035
0.05,0.1,zero,96699,74.2821,2.8211,1.5502,-1.2710,32.7186,8.1366,6.1748,-1.9618
0.1,0.2,zero,46778,63.5833,10.0496,4.5513,-5.4983,43.2075,22.4165,17.0785,-5.3380
0.2,0.3,zero,17638,56.3102,27.8149,12.4447,-15.3702,56.9078,51.1282,40.2540,-10.8742
0.3,0.4,zero,12245,54.4385,43.1768,18.0808,-25.0960,64.6011,70.5757,56.5619,-14.0139
0.4,1.01,zero,685671,18.8698,81.3877,65.7312,-15.6565,76.9683,84.2121,80.6713,-3.5408
0.0,0.02,random,510684,89.2998,0.6668,0.4586,-0.2082,23.4037,2.7994,2.1322,-0.6671
0.02,0.05,random,211969,82.2054,1.1738,0.7204,-0.4534,27.8677,4.3365,3.2189,-1.1176
0.05,0.1,random,96699,73.9036,2.8211,1.4995,-1.3216,33.0229,8.1366,6.1293,-2.0073
0.1,0.2,random,46778,63.2605,10.0496,4.3482,-5.7014,43.4157,22.4165,16.9246,-5.4919
0.2,0.3,random,17638,56.3046,27.8149,12.1329,-15.6821,56.7037,51.1282,39.4546,-11.6737
0.3,0.4,random,12245,54.7570,43.1768,17.7542,-25.4226,64.2662,70.5757,55.8922,-14.6835
0.4,1.01,random,685671,19.3746,81.3877,65.1734,-16.2143,76.7414,84.2121,80.1750,-4.0371
