bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,3225,-0.015474,-0.041212,-0.002550,-2.923493
0.02,0.05,3284,-0.014434,-0.036430,0.002793,-2.694685
0.05,0.1,3509,-0.014705,-0.025347,0.000691,-2.755870
0.1,0.2,3902,-0.014126,-0.025595,0.002784,-2.665686
0.2,0.4,3666,-0.011733,-0.019509,0.004104,-2.236156
0.4,1.01,15027,-0.010727,-0.017931,0.016436,-1.023595
