condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,10052,9735,30.8221,29.8501,9533,519,202,22359,29.2307,1.5914,0.6194,68.5586,-0.9720
random,38805,32613,10052,9745,30.8221,29.8807,9545,507,200,22361,29.2675,1.5546,0.6133,68.5647,-0.9413
