condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,599206,597332,37.8841,37.7656,586645,12561,10687,971791,37.0899,0.7942,0.6757,61.4403,-0.1185
random,1582560,1581684,599206,597935,37.8841,37.8037,586810,12396,11125,971353,37.1003,0.7837,0.7034,61.4126,-0.0804
