condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,562794,563267,35.5819,35.6119,529628,33166,33639,985251,33.4851,2.0969,2.1268,62.2913,0.0299
random,1582560,1581684,562794,550898,35.5819,34.8298,519827,42967,31071,987819,32.8654,2.7165,1.9644,62.4536,-0.7521
