bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,18677,-0.005321,-0.026514,-0.000431,-2.474323
0.02,0.05,1944,-0.008187,-0.024358,0.000191,-2.335107
0.05,0.1,915,-0.005768,-0.024750,-0.000367,-1.708016
0.1,0.2,641,-0.003512,-0.018395,0.001475,-1.018869
0.2,0.4,450,0.001868,-0.016069,0.003097,0.287596
0.4,1.01,9986,-0.001942,-0.003857,0.013347,-0.015213
