bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,2672,97.0060,2.7695,5.3144,2.5449,8.9371,9.6557,14.2216,4.5659
0.02,0.05,zero,1125,94.0444,5.1556,10.3111,5.1556,11.8578,12.5333,23.2000,10.6667
0.05,0.1,zero,1314,97.9452,1.1416,4.4901,3.3486,4.5053,5.4795,9.4368,3.9574
0.1,0.2,zero,1958,99.7957,0.1021,2.4004,2.2983,1.7671,2.3493,5.9755,3.6261
0.2,0.3,zero,1625,99.8769,0.0000,1.3538,1.3538,1.2185,1.9077,4.4308,2.5231
0.3,0.4,zero,1567,99.8724,0.1276,1.1487,1.0211,1.1615,1.4678,4.0842,2.6165
0.4,1.01,zero,22352,58.4019,41.0746,41.7412,0.6666,9.2394,41.6696,44.2063,2.5367
0.0,0.02,random,2672,96.4072,2.7695,5.7260,2.9566,11.7814,9.6557,15.4940,5.8383
0.02,0.05,random,1125,93.0667,5.1556,11.3778,6.2222,14.4178,12.5333,24.7111,12.1778
0.05,0.1,random,1314,97.4125,1.1416,4.5662,3.4247,6.0883,5.4795,10.0457,4.5662
0.1,0.2,random,1958,99.7957,0.1021,2.4515,2.3493,2.8601,2.3493,6.8437,4.4944
0.2,0.3,random,1625,99.8769,0.0000,1.2923,1.2923,2.0185,1.9077,4.9846,3.0769
0.3,0.4,random,1567,99.8724,0.1276,1.4040,1.2763,1.8251,1.4678,4.5310,3.0632
0.4,1.01,random,22352,58.4019,41.0746,41.7591,0.6845,9.7029,41.6696,44.0676,2.3980
