bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,827044,0.121310,0.041889,0.082692,0.114654,0.163153,0.965079,0.000131
0.02,0.05,24490,0.130175,0.096519,0.066207,0.112030,0.189838,0.914047,0.006247
0.05,0.1,7413,0.136557,0.167005,0.016841,0.094466,0.214698,0.890867,0.023742
0.1,0.2,7731,0.147425,0.207013,0.012151,0.083304,0.453790,0.857586,0.038417
0.2,0.4,13765,0.137362,0.196593,0.012151,0.080706,0.393482,0.867781,0.032474
0.4,1.01,701241,0.143470,0.168469,0.014014,0.086544,0.450154,0.802406,0.005576
