bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,375287,0.199501,0.060358,0.135369,0.195505,0.265950,0.541356,0.000837
0.02,0.05,227233,0.200779,0.067370,0.131680,0.195473,0.271066,0.538086,0.001443
0.05,0.1,142231,0.199604,0.075934,0.125294,0.193627,0.273414,0.550485,0.002566
0.1,0.2,87587,0.195248,0.095130,0.112776,0.187598,0.271890,0.592953,0.006485
0.2,0.4,47160,0.186536,0.137819,0.077527,0.173325,0.266011,0.668427,0.019084
0.4,1.01,702186,0.153041,0.185656,0.003445,0.097925,0.483718,0.722484,0.007507
