rank,token_id,count,frequency,cumulative_freq
273,1237,454,0.0962582264739806,69.04513535518007
274,1493,449,0.09519811384761517,69.14033346902768
275,1634,448,0.09498609132234209,69.23531956035002
276,1821,447,0.09477406879706901,69.33009362914709
277,903,447,0.09477406879706901,69.42486769794415
278,200,446,0.09456204627179592,69.51942974421594
279,1506,443,0.09392597869597666,69.61335572291192
280,1566,439,0.09307788859488432,69.70643361150681
281,1630,438,0.09286586606961124,69.79929947757643
282,1077,438,0.09286586606961124,69.89216534364604
283,864,435,0.09222979849379198,69.98439514213983
284,74,434,0.0920177759685189,70.07641291810835
285,1368,432,0.09159373091797274,70.16800664902632
286,1240,432,0.09159373091797274,70.2596003799443
287,13,429,0.09095766334215347,70.35055804328645
288,1715,428,0.09074564081688039,70.44130368410333
289,1666,428,0.09074564081688039,70.53204932492021
290,1001,427,0.0905336182916073,70.62258294321181
291,361,426,0.09032159576633421,70.71290453897815
292,1720,425,0.09010957324106113,70.80301411221922
293,1463,424,0.08989755071578805,70.892911662935
294,108,423,0.08968552819051497,70.98259719112552
295,1501,422,0.08947350566524188,71.07207069679076
296,1450,419,0.08883743808942263,71.16090813488019
297,1822,418,0.08862541556414953,71.24953355044434
298,1820,418,0.08862541556414953,71.33815896600849
299,362,417,0.08841339303887645,71.42657235904737
300,1682,416,0.08820137051360336,71.51477372956097
301,1667,414,0.0877773254630572,71.60255105502402
302,1426,413,0.08756530293778411,71.69011635796181
303,123,412,0.08735328041251103,71.77746963837433
304,1470,411,0.08714125788723794,71.86461089626157
305,1341,410,0.08692923536196485,71.95154013162353
306,297,409,0.08671721283669177,72.03825734446022
307,1537,407,0.0862931677861456,72.12455051224637
308,1471,406,0.08608114526087252,72.21063165750725
309,344,403,0.08544507768505326,72.2960767351923
310,1532,402,0.08523305515978018,72.38130979035208
311,197,400,0.084809010109234,72.46611880046132
312,1604,400,0.084809010109234,72.55092781057056
313,1754,394,0.0835368749575955,72.63446468552816
314,823,390,0.08268878485650315,72.71715347038466
315,1477,389,0.08247676233123007,72.79963023271588
316,700,385,0.08162867223013773,72.88125890494602
317,1417,384,0.08141664970486465,72.96267555465089
