condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,611604,602654,38.6679,38.1020,593558,18046,9096,960984,37.5270,1.1409,0.5751,60.7570,-0.5659
random,1582560,1581684,611604,601653,38.6679,38.0388,592785,18819,8868,961212,37.4781,1.1898,0.5607,60.7714,-0.6291
