bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,3100,96.8065,7.0323,2.1613,-4.8710,8.1871,25.5161,7.1613,-18.3548
0.02,0.05,zero,3278,96.1562,8.3282,2.2575,-6.0708,9.2556,26.5406,8.8164,-17.7242
0.05,0.1,zero,3457,95.7478,11.5997,2.7191,-8.8805,10.6219,33.2658,10.6161,-22.6497
0.1,0.2,zero,3813,94.6761,16.3126,3.9601,-12.3525,12.5046,37.7393,13.2179,-24.5214
0.2,0.3,zero,2240,91.6071,22.0536,5.6696,-16.3839,16.1339,43.2143,18.6161,-24.5982
0.3,0.4,zero,1510,90.1987,30.4636,8.2781,-22.1854,17.7748,50.0000,22.4503,-27.5497
0.4,1.01,zero,15215,29.3329,86.1715,69.8193,-16.3523,42.4910,91.4689,82.5764,-8.8925
0.0,0.02,random,3100,97.0000,7.0323,2.1613,-4.8710,8.1742,25.5161,7.5161,-18.0000
0.02,0.05,random,3278,96.1257,8.3282,2.3490,-5.9793,9.4448,26.5406,9.1824,-17.3581
0.05,0.1,random,3457,95.6899,11.5997,2.8638,-8.7359,10.8013,33.2658,10.9343,-22.3315
0.1,0.2,random,3813,94.3876,16.3126,3.8815,-12.4312,12.7983,37.7393,13.1655,-24.5738
0.2,0.3,random,2240,91.2946,22.0536,5.8482,-16.2054,16.3482,43.2143,18.5268,-24.6875
0.3,0.4,random,1510,90.1325,30.4636,8.2119,-22.2517,18.0132,50.0000,22.7152,-27.2848
0.4,1.01,random,15215,29.2935,86.1715,69.8324,-16.3391,42.9655,91.4689,82.4975,-8.9714
