condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,603416,565711,38.1502,35.7664,554344,49072,11367,966901,35.0477,3.1025,0.7187,61.1311,-2.3839
random,1582560,1581684,603416,561867,38.1502,35.5233,551043,52373,10824,967444,34.8390,3.3112,0.6843,61.1654,-2.6269
