bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,12254,0.571535,0.046415,0.513859,0.566901,0.638312,0.000000,0.000000
0.02,0.05,4903,0.572913,0.044753,0.518470,0.567440,0.637715,0.000000,0.000000
0.05,0.1,2582,0.574573,0.044410,0.520545,0.568049,0.640352,0.000000,0.000000
0.1,0.2,1710,0.573564,0.045178,0.518910,0.565463,0.641067,0.000000,0.000000
0.2,0.4,1128,0.573720,0.042133,0.526862,0.565416,0.638580,0.000000,0.000000
0.4,1.01,10036,0.551595,0.024219,0.526239,0.550474,0.581538,0.000000,0.000000
