condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,605804,550186,38.3012,34.7848,540601,65203,9585,966295,34.1788,4.1224,0.6060,61.0928,-3.5164
random,1582560,1581684,605804,546029,38.3012,34.5220,536901,68903,9128,966752,33.9449,4.3563,0.5771,61.1217,-3.7792
