bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,1626,-0.011492,-0.029176,-0.000516,-2.797518
0.02,0.05,2020,-0.011669,-0.020659,-0.001663,-2.796350
0.05,0.1,2564,-0.010640,-0.020525,0.002689,-2.597920
0.1,0.2,3530,-0.010469,-0.021589,0.001653,-2.530623
0.2,0.4,4332,-0.009359,-0.020856,0.005271,-2.240835
0.4,1.01,18541,-0.014834,-0.020562,0.015470,-1.705445
