condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,610060,544104,38.5703,34.4003,537778,72282,6326,965298,34.0003,4.5699,0.4000,61.0298,-4.1700
random,1582560,1581684,610060,538204,38.5703,34.0273,532130,77930,6074,965550,33.6433,4.9270,0.3840,61.0457,-4.5430
