bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,6393,-0.010515,-0.034412,0.002827,-1.541363
0.02,0.05,4583,-0.010299,-0.030320,0.004656,-1.489101
0.05,0.1,3639,-0.009225,-0.032204,0.007507,-1.339198
0.1,0.2,2836,-0.007830,-0.027407,0.005955,-1.151102
0.2,0.4,2268,-0.004513,-0.022512,0.009789,-0.733720
0.4,1.01,12894,-0.020108,-0.022365,0.020755,-1.130896
