condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,558622,441405,35.3182,27.9073,429402,129220,12003,1011059,27.1484,8.1698,0.7589,63.9229,-7.4109
random,1582560,1581684,558622,437370,35.3182,27.6522,425898,132724,11472,1011590,26.9269,8.3913,0.7253,63.9565,-7.6660
