bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,837748,0.002285,-0.019491,0.002003,1.074364
0.02,0.05,21762,-0.002010,-0.010975,0.005718,-0.056836
0.05,0.1,10308,-0.005309,-0.009791,0.007548,-0.554451
0.1,0.2,14663,-0.007354,-0.011837,0.010018,-0.884692
0.2,0.4,27290,-0.005771,-0.012498,0.013774,-0.694153
0.4,1.01,669913,-0.008118,-0.018477,0.023243,-0.362292
