bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,4846,0.523084,0.034394,0.477177,0.520608,0.567397,0.000000,0.000000
0.02,0.05,2073,0.523399,0.032851,0.480471,0.521549,0.566079,0.000000,0.000000
0.05,0.1,1976,0.523939,0.032828,0.482279,0.522771,0.565590,0.000000,0.000000
0.1,0.2,2575,0.525979,0.033043,0.483588,0.524956,0.567368,0.000000,0.000000
0.2,0.4,3730,0.525590,0.032631,0.484751,0.524178,0.566819,0.000000,0.000000
0.4,1.01,17413,0.536140,0.031293,0.495245,0.536043,0.575789,0.000000,0.000000
