condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,616831,575345,38.9984,36.3755,571071,45760,4274,960579,36.1053,2.8931,0.2702,60.7314,-2.6229
random,1582560,1581684,616831,571867,38.9984,36.1556,567603,49228,4264,960589,35.8860,3.1124,0.2696,60.7320,-2.8428
