bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,763031,-0.004312,-0.031377,0.001130,-0.986001
0.02,0.05,79011,-0.005551,-0.024538,0.005043,-1.092481
0.05,0.1,20385,-0.009169,-0.022259,0.009390,-1.404586
0.1,0.2,13655,-0.014423,-0.018880,0.015613,-1.712086
0.2,0.4,20409,-0.015695,-0.018251,0.020615,-1.643891
0.4,1.01,685193,-0.002303,-0.018942,0.033232,-0.187716
