bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,21993,57.8593,1.5914,1.3095,-0.2819,53.7744,6.7431,5.3017,-1.4414
0.02,0.05,zero,413,36.8039,16.9492,16.2228,-0.7264,73.2203,40.6780,38.0145,-2.6634
0.05,0.1,zero,247,19.8381,19.8381,18.6235,-1.2146,84.6154,53.4413,47.7733,-5.6680
0.1,0.2,zero,313,15.6550,28.7540,24.6006,-4.1534,85.2396,67.0927,64.5367,-2.5559
0.2,0.3,zero,216,6.9444,46.2963,43.9815,-2.3148,89.6296,77.3148,75.0000,-2.3148
0.3,0.4,zero,134,6.7164,53.7313,52.9851,-0.7463,85.8209,81.3433,78.3582,-2.9851
0.4,1.01,zero,9297,0.0968,99.1180,99.0212,-0.0968,94.5509,99.9140,99.8602,-0.0538
0.0,0.02,random,21993,57.7684,1.5914,1.3095,-0.2819,53.8926,6.7431,5.3517,-1.3914
0.02,0.05,random,413,36.3196,16.9492,16.2228,-0.7264,73.3172,40.6780,38.0145,-2.6634
0.05,0.1,random,247,20.2429,19.8381,18.2186,-1.6194,84.6154,53.4413,47.7733,-5.6680
0.1,0.2,random,313,15.6550,28.7540,24.2812,-4.4728,85.4313,67.0927,64.5367,-2.5559
0.2,0.3,random,216,6.9444,46.2963,43.9815,-2.3148,90.0926,77.3148,75.0000,-2.3148
0.3,0.4,random,134,6.7164,53.7313,52.9851,-0.7463,85.6716,81.3433,78.3582,-2.9851
0.4,1.01,random,9297,0.0968,99.1180,99.0212,-0.0968,94.1357,99.9140,99.8602,-0.0538
