bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,718961,0.140952,0.049602,0.091173,0.138709,0.184911,0.939390,0.000396
0.02,0.05,107236,0.146951,0.080712,0.078292,0.137907,0.205801,0.886829,0.002816
0.05,0.1,28537,0.148776,0.131701,0.059492,0.126330,0.216631,0.876161,0.014823
0.1,0.2,14774,0.160861,0.201555,0.029248,0.112663,0.230463,0.878367,0.044335
0.2,0.4,17872,0.172411,0.238446,0.009263,0.107242,0.496937,0.869517,0.066025
0.4,1.01,694304,0.194491,0.269045,0.010278,0.089820,0.746796,0.789074,0.073458
