bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,21311,75.4681,4.4813,1.7831,-2.6981,37.5215,13.9318,7.1794,-6.7524
0.02,0.05,zero,891,52.5253,15.7127,9.5398,-6.1728,52.0988,39.0572,26.5993,-12.4579
0.05,0.1,zero,323,48.2972,21.0526,15.7895,-5.2632,57.1517,60.9907,48.2972,-12.6935
0.1,0.2,zero,300,41.3333,33.0000,22.6667,-10.3333,68.2000,74.0000,64.3333,-9.6667
0.2,0.3,zero,173,25.4335,42.7746,28.9017,-13.8728,84.7399,88.4393,84.3931,-4.0462
0.3,0.4,zero,180,17.7778,52.7778,42.2222,-10.5556,84.2222,81.1111,80.0000,-1.1111
0.4,1.01,zero,9435,1.8230,98.5586,97.7424,-0.8161,81.7022,99.6926,99.4807,-0.2120
0.0,0.02,random,21311,75.2334,4.4813,1.8441,-2.6371,37.8565,13.9318,7.2826,-6.6491
0.02,0.05,random,891,52.0763,15.7127,9.7643,-5.9484,52.6824,39.0572,26.7116,-12.3457
0.05,0.1,random,323,46.7492,21.0526,14.8607,-6.1920,56.9659,60.9907,48.2972,-12.6935
0.1,0.2,random,300,41.0000,33.0000,22.0000,-11.0000,68.7333,74.0000,65.0000,-9.0000
0.2,0.3,random,173,25.4335,42.7746,28.9017,-13.8728,84.8555,88.4393,84.3931,-4.0462
0.3,0.4,random,180,17.7778,52.7778,42.2222,-10.5556,84.0000,81.1111,80.0000,-1.1111
0.4,1.01,random,9435,1.8018,98.5586,97.7636,-0.7949,82.1113,99.6926,99.5125,-0.1802
