condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,581067,587194,36.7372,37.1246,560927,20140,26267,974350,35.4639,1.2733,1.6607,61.6021,0.3874
random,1582560,1581684,581067,581783,36.7372,36.7825,556757,24310,25026,975591,35.2003,1.5370,1.5822,61.6805,0.0453
