bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,1768,-0.013680,-0.030243,-0.000312,-2.960662
0.02,0.05,2164,-0.013750,-0.034218,-0.001982,-2.954283
0.05,0.1,2707,-0.013356,-0.044172,0.002085,-2.918705
0.1,0.2,3717,-0.013366,-0.029457,0.000874,-2.888565
0.2,0.4,4305,-0.011404,-0.025123,0.002705,-2.490235
0.4,1.01,17952,-0.014170,-0.022926,0.015270,-1.803046
