condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,580270,583393,36.6868,36.8843,565778,14492,17615,983799,35.7706,0.9162,1.1137,62.1995,0.1974
random,1582560,1581684,580270,583210,36.6868,36.8727,565627,14643,17583,983831,35.7611,0.9258,1.1117,62.2015,0.1859
