bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,2205,-0.013034,-0.044183,0.000768,-2.590711
0.02,0.05,2500,-0.012992,-0.032764,0.000190,-2.552238
0.05,0.1,3043,-0.011683,-0.030505,0.003236,-2.294580
0.1,0.2,3884,-0.011614,-0.029850,0.003141,-2.280567
0.2,0.4,4148,-0.009247,-0.025102,0.005804,-1.832253
0.4,1.01,16833,-0.018513,-0.023027,0.014114,-1.694352
