condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,565367,562958,35.7446,35.5923,518306,47061,44652,971665,32.7693,2.9754,2.8231,61.4323,-0.1523
random,1582560,1581684,565367,542873,35.7446,34.3225,502667,62700,40206,976111,31.7805,3.9641,2.5420,61.7134,-1.4222
