bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,20819,0.527032,0.035272,0.483017,0.524569,0.573948,0.000000,0.000000
0.02,0.05,1908,0.529892,0.033000,0.485663,0.528958,0.569841,0.000000,0.000000
0.05,0.1,1006,0.535135,0.030987,0.494331,0.535559,0.570220,0.000000,0.000000
0.1,0.2,906,0.536538,0.028943,0.501333,0.538240,0.569861,0.000000,0.000000
0.2,0.4,1008,0.540350,0.028197,0.505850,0.543243,0.571442,0.000000,0.000000
0.4,1.01,6966,0.538815,0.023037,0.503304,0.540955,0.568308,0.000000,0.000000
