bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,21885,0.000644,-0.011359,0.006822,0.035397
0.02,0.05,614,0.000602,-0.008685,0.024845,0.035614
0.05,0.1,471,-0.001626,0.000000,0.029183,-0.059660
0.1,0.2,177,0.001103,0.000000,0.049932,0.058464
0.2,0.4,128,-0.008787,-0.025309,0.040146,-0.217314
0.4,1.01,9338,0.031664,0.000000,0.053143,0.522555
