bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,16080,85.5721,4.5771,2.2015,-2.3756,23.8209,13.2214,8.3458,-4.8756
0.02,0.05,zero,2286,81.3648,22.4847,11.0674,-11.4173,23.8758,40.1137,26.2905,-13.8233
0.05,0.1,zero,1369,79.9123,30.1680,14.8283,-15.3397,24.3389,46.1651,28.9993,-17.1658
0.1,0.2,zero,1011,83.0861,31.2562,13.0564,-18.1998,20.0000,47.5767,23.8378,-23.7389
0.2,0.3,zero,487,87.6797,31.4168,9.2402,-22.1766,18.6858,55.6468,22.7926,-32.8542
0.3,0.4,zero,284,89.0845,40.8451,10.5634,-30.2817,17.9577,59.5070,22.5352,-36.9718
0.4,1.01,zero,11096,14.7531,95.0433,84.6521,-10.3911,66.9539,97.1341,86.7610,-10.3731
0.0,0.02,random,16080,84.2164,4.5771,1.9279,-2.6493,25.7438,13.2214,7.9104,-5.3109
0.02,0.05,random,2286,81.5836,22.4847,10.4549,-12.0297,24.0682,40.1137,24.4969,-15.6168
0.05,0.1,random,1369,80.7159,30.1680,14.0248,-16.1432,24.3389,46.1651,28.2688,-17.8963
0.1,0.2,random,1011,83.7784,31.2562,12.7596,-18.4965,19.6835,47.5767,22.5519,-25.0247
0.2,0.3,random,487,86.6530,31.4168,9.6509,-21.7659,18.6037,55.6468,21.7659,-33.8809
0.3,0.4,random,284,89.7887,40.8451,10.2113,-30.6338,17.5352,59.5070,21.4789,-38.0282
0.4,1.01,random,11096,15.1857,95.0433,84.3637,-10.6795,65.0162,97.1341,86.5267,-10.6074
