bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,761367,-0.000371,-0.020176,0.002665,-0.033605
0.02,0.05,76076,0.000112,-0.024238,0.008169,0.034586
0.05,0.1,17503,0.000894,-0.026977,0.016194,0.025509
0.1,0.2,9562,0.000691,-0.038386,0.018738,-0.385917
0.2,0.4,12607,0.001225,-0.042114,0.020819,-0.514167
0.4,1.01,704569,0.000336,-0.075676,0.026848,0.417628
