bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,617171,-0.006779,-0.035765,0.000237,-1.720996
0.02,0.05,173600,-0.007304,-0.029648,0.001790,-1.752177
0.05,0.1,67125,-0.008503,-0.026731,0.002344,-1.818807
0.1,0.2,36225,-0.011090,-0.023241,0.004219,-1.969138
0.2,0.4,32992,-0.013021,-0.021751,0.006422,-1.977913
0.4,1.01,654571,-0.009385,-0.022113,0.017993,-0.863232
