bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,21983,63.6947,1.0599,0.7460,-0.3139,49.5073,4.6081,3.6301,-0.9780
0.02,0.05,zero,526,43.7262,12.1673,8.5551,-3.6122,77.6426,32.1293,30.9886,-1.1407
0.05,0.1,zero,257,14.3969,26.0700,20.6226,-5.4475,81.4008,52.9183,50.1946,-2.7237
0.1,0.2,zero,277,12.6354,25.2708,22.7437,-2.5271,77.6895,46.2094,43.3213,-2.8881
0.2,0.3,zero,122,5.7377,36.0656,34.4262,-1.6393,81.4754,57.3770,48.3607,-9.0164
0.3,0.4,zero,82,10.9756,42.6829,35.3659,-7.3171,79.5122,70.7317,67.0732,-3.6585
0.4,1.01,zero,9366,0.1602,98.4839,98.4198,-0.0641,89.8975,99.8612,99.8185,-0.0427
0.0,0.02,random,21983,62.7712,1.0599,0.7187,-0.3412,50.1760,4.6081,3.6483,-0.9598
0.02,0.05,random,526,43.9163,12.1673,7.7947,-4.3726,77.7947,32.1293,30.6084,-1.5209
0.05,0.1,random,257,13.2296,26.0700,21.7899,-4.2802,81.4008,52.9183,50.1946,-2.7237
0.1,0.2,random,277,12.6354,25.2708,22.7437,-2.5271,77.6895,46.2094,42.9603,-3.2491
0.2,0.3,random,122,5.7377,36.0656,34.4262,-1.6393,81.1475,57.3770,48.3607,-9.0164
0.3,0.4,random,82,10.9756,42.6829,35.3659,-7.3171,79.7561,70.7317,65.8537,-4.8780
0.4,1.01,random,9366,0.1388,98.4839,98.4305,-0.0534,89.8932,99.8612,99.8185,-0.0427
