condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,15610,10669,47.8643,32.7139,10256,5354,413,16590,31.4476,16.4168,1.2664,50.8693,-15.1504
random,38805,32613,15610,10661,47.8643,32.6894,10236,5374,425,16578,31.3863,16.4781,1.3032,50.8325,-15.1749
