epoch,attn_w_mean,attn_w_std,attn_w_min,attn_w_max,attn_output_token_var_mean,token_emb_token_var_mean,delta_fused_minus_token_l2_mean,norm_speaker_proj,norm_crossattn_in,norm_crossattn_out,norm_enc0,norm_enclast,norm_output_proj
10,1.0,0.0,1.0,1.0,0.0,0.2880430817604065,10.854806900024414,11.820679664611816,26.96672248840332,11.659222602844238,54.12888717651367,59.135643005371094,49.352943420410156
20,1.0,0.0,1.0,1.0,0.0,0.2880430817604065,10.66463565826416,11.436466217041016,26.72913932800293,10.946317672729492,54.594078063964844,63.43994140625,55.36308670043945
30,1.0,0.0,1.0,1.0,0.0,0.2880430817604065,10.690291404724121,11.216684341430664,26.59358787536621,10.310046195983887,55.19231414794922,66.40767669677734,59.72179412841797
40,1.0,0.0,1.0,1.0,0.0,0.2880430817604065,10.776540756225586,11.059908866882324,26.498125076293945,9.785876274108887,55.91859436035156,68.92610168457031,63.73653793334961
50,1.0,0.0,1.0,1.0,0.0,0.2880430817604065,10.880844116210938,10.934220314025879,26.42197036743164,9.354110717773438,56.69852066040039,71.39710235595703,68.00454711914062
