bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,21100,82.1848,4.8152,1.9573,-2.8578,29.3829,14.9858,7.9100,-7.0758
0.02,0.05,zero,998,61.0220,17.6353,10.1202,-7.5150,46.9940,37.2745,29.8597,-7.4148
0.05,0.1,zero,371,53.9084,21.8329,17.5202,-4.3127,51.9137,52.2911,43.6658,-8.6253
0.1,0.2,zero,297,48.4848,38.0471,27.9461,-10.1010,57.4411,69.3603,60.9428,-8.4175
0.2,0.3,zero,183,30.6011,39.3443,31.6940,-7.6503,71.6940,83.6066,72.6776,-10.9290
0.3,0.4,zero,121,33.8843,48.7603,35.5372,-13.2231,72.3967,80.9917,67.7686,-13.2231
0.4,1.01,zero,9543,4.6212,97.8518,95.3998,-2.4521,83.3910,99.4656,98.2710,-1.1946
0.0,0.02,random,21100,81.5450,4.8152,1.9621,-2.8531,30.0986,14.9858,7.9100,-7.0758
0.02,0.05,random,998,59.3186,17.6353,10.6212,-7.0140,47.9559,37.2745,29.8597,-7.4148
0.05,0.1,random,371,53.3693,21.8329,17.5202,-4.3127,52.3450,52.2911,43.6658,-8.6253
0.1,0.2,random,297,48.4848,38.0471,27.6094,-10.4377,58.1818,69.3603,61.2795,-8.0808
0.2,0.3,random,183,30.6011,39.3443,31.6940,-7.6503,72.4590,83.6066,73.2240,-10.3825
0.3,0.4,random,121,33.0579,48.7603,36.3636,-12.3967,72.8926,80.9917,70.2479,-10.7438
0.4,1.01,random,9543,4.4850,97.8518,95.5150,-2.3368,83.5565,99.4656,98.3443,-1.1212
