bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,22122,0.572562,0.045627,0.515760,0.567774,0.638622,0.000000,0.000000
0.02,0.05,329,0.587031,0.047386,0.531461,0.570884,0.658011,0.000000,0.000000
0.05,0.1,225,0.565147,0.036825,0.534443,0.556327,0.624536,0.000000,0.000000
0.1,0.2,303,0.553661,0.026160,0.528623,0.549260,0.576378,0.000000,0.000000
0.2,0.4,322,0.548949,0.022430,0.525029,0.547376,0.571528,0.000000,0.000000
0.4,1.01,9312,0.550778,0.022883,0.527030,0.550474,0.581528,0.000000,0.000000
