bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,728219,0.218755,0.061725,0.148977,0.214069,0.291003,0.389280,0.000155
0.02,0.05,88880,0.218987,0.087974,0.127489,0.207477,0.313670,0.456717,0.001575
0.05,0.1,25974,0.203531,0.118081,0.105516,0.184520,0.301053,0.575922,0.009163
0.1,0.2,14830,0.192348,0.160974,0.037468,0.166890,0.293486,0.644572,0.026905
0.2,0.4,15350,0.182736,0.200928,0.012142,0.146995,0.295610,0.698632,0.047101
0.4,1.01,708431,0.151947,0.153947,0.013845,0.118933,0.364762,0.697478,0.007414
