bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,21997,0.472823,0.043753,0.417349,0.471612,0.530550,0.000000,0.000000
0.02,0.05,454,0.501595,0.038322,0.458642,0.501716,0.548940,0.000000,0.000000
0.05,0.1,291,0.504395,0.031081,0.468935,0.505297,0.535354,0.000000,0.000000
0.1,0.2,276,0.502173,0.031418,0.461636,0.501640,0.537883,0.000000,0.000000
0.2,0.4,277,0.500250,0.029558,0.466222,0.499151,0.543689,0.000000,0.000000
0.4,1.01,9318,0.487054,0.029023,0.446097,0.491669,0.522700,0.000000,0.000000
