condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,13312,10990,40.8181,33.6982,10743,2569,247,19054,32.9409,7.8772,0.7574,58.4246,-7.1199
random,38805,32613,13312,10969,40.8181,33.6338,10728,2584,241,19060,32.8949,7.9232,0.7390,58.4430,-7.1843
