condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,38805,32613,9993,9600,30.6412,29.4361,9184,809,416,22204,28.1605,2.4806,1.2756,68.0833,-1.2050
random,38805,32613,9993,9765,30.6412,29.9420,9280,713,485,22135,28.4549,2.1862,1.4871,67.8717,-0.6991
