bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,827044,92.4310,0.7071,0.3777,-0.3294,16.4307,3.2876,1.7541,-1.5335
0.02,0.05,zero,24490,73.3524,4.0261,2.7154,-1.3107,37.9167,11.0372,9.5345,-1.5027
0.05,0.1,zero,7413,57.0349,16.2013,10.8728,-5.3285,62.2042,34.1292,34.2641,0.1349
0.1,0.2,zero,7731,53.5506,35.4417,21.9506,-13.4911,72.6348,58.8281,61.9583,3.1303
0.2,0.3,zero,6708,49.0906,48.5987,30.8587,-17.7400,76.4311,69.0817,72.4210,3.3393
0.3,0.4,zero,7057,45.7843,60.0538,39.0393,-21.0146,76.8995,74.6776,77.5117,2.8341
0.4,1.01,zero,701241,5.1650,84.1214,80.3791,-3.7424,83.6776,85.6299,85.9819,0.3519
0.0,0.02,random,827044,92.0142,0.7071,0.3817,-0.3254,17.0576,3.2876,1.7786,-1.5090
0.02,0.05,random,24490,72.4214,4.0261,2.6746,-1.3516,38.7203,11.0372,9.5263,-1.5108
0.05,0.1,random,7413,56.2255,16.2013,10.5625,-5.6387,62.5981,34.1292,34.0213,-0.1079
0.1,0.2,random,7731,53.6800,35.4417,20.9805,-14.4613,72.6685,58.8281,61.6608,2.8328
0.2,0.3,random,6708,49.1205,48.5987,29.9642,-18.6345,76.4818,69.0817,72.0483,2.9666
0.3,0.4,random,7057,45.8268,60.0538,38.4724,-21.5814,76.9817,74.6776,77.0582,2.3806
0.4,1.01,random,701241,5.3220,84.1214,80.1937,-3.9278,83.6814,85.6299,85.9670,0.3371
