bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,481563,0.219105,0.063603,0.149501,0.215242,0.291239,0.377124,0.000806
0.02,0.05,212387,0.221456,0.074932,0.142986,0.215332,0.301394,0.387641,0.001784
0.05,0.1,104255,0.219662,0.089518,0.132596,0.211739,0.305445,0.422282,0.004201
0.1,0.2,51515,0.212149,0.116142,0.111237,0.201358,0.302558,0.493119,0.010987
0.2,0.4,27416,0.202479,0.174030,0.026595,0.179184,0.302455,0.600197,0.032317
0.4,1.01,704548,0.166964,0.192433,0.006170,0.111520,0.506326,0.672647,0.008290
