bin_left,bin_right,condition,count,flip_rate,acc_norm_pct,acc_var_pct,delta_acc_pct,topk_overlap_mean,target_in_topk_norm_pct,target_in_topk_var_pct,delta_target_in_topk_pct
0.0,0.02,zero,9202,95.2836,3.8796,0.9454,-2.9341,12.4147,12.2691,4.8685,-7.4006
0.02,0.05,zero,4800,92.9167,7.0417,1.6250,-5.4167,15.4250,18.6042,7.1458,-11.4583
0.05,0.1,zero,2951,90.6811,13.2159,3.0498,-10.1660,18.7394,27.0078,11.2165,-15.7913
0.1,0.2,zero,2104,86.3118,29.6578,4.8954,-24.7624,25.1616,47.0057,20.6749,-26.3308
0.2,0.3,zero,995,82.5126,59.7990,11.3568,-48.4422,29.9899,73.7688,34.6734,-39.0955
0.3,0.4,zero,823,75.8202,72.4180,15.9174,-56.5006,35.7473,85.2977,47.1446,-38.1531
0.4,1.01,zero,11738,15.4200,96.7115,83.5151,-13.1965,67.9196,99.1140,91.9833,-7.1307
0.0,0.02,random,9202,95.3814,3.8796,1.0215,-2.8581,12.4886,12.2691,4.9011,-7.3680
0.02,0.05,random,4800,92.9792,7.0417,1.6250,-5.4167,15.4042,18.6042,6.9375,-11.6667
0.05,0.1,random,2951,90.6472,13.2159,2.9482,-10.2677,18.7191,27.0078,11.3182,-15.6896
0.1,0.2,random,2104,86.2167,29.6578,5.0856,-24.5722,25.2852,47.0057,20.6749,-26.3308
0.2,0.3,random,995,82.3116,59.7990,11.1558,-48.6432,30.0704,73.7688,35.3769,-38.3920
0.3,0.4,random,823,75.9417,72.4180,16.2819,-56.1361,35.4070,85.2977,45.8080,-39.4897
0.4,1.01,random,11738,15.4967,96.7115,83.4299,-13.2816,68.0423,99.1140,91.9151,-7.1988
