bin_left,bin_right,count,cos_mean,cos_w2c_mean,cos_c2w_mean,dmargin_mean
0.0,0.02,13782,-0.005633,-0.023425,0.003804,-0.581451
0.02,0.05,4126,-0.004188,-0.022315,0.005963,-0.445246
0.05,0.1,2045,-0.002266,-0.016302,0.008342,-0.282455
0.1,0.2,1526,0.000269,-0.010355,0.011185,-0.055645
0.2,0.4,1084,0.000788,-0.030084,0.015463,-0.059778
0.4,1.01,10050,0.009640,-0.017651,0.044560,0.346738
