bin_left,bin_right,count,gate_mean,gate_std,gate_p10,gate_p50,gate_p90,low_gate_frac,high_gate_frac
0.0,0.02,804637,0.098145,0.032038,0.070632,0.088405,0.135734,0.987629,0.000000
0.02,0.05,37200,0.102524,0.057629,0.067545,0.088516,0.149651,0.967876,0.000000
0.05,0.1,14936,0.107484,0.096654,0.044930,0.083522,0.160201,0.935324,0.000000
0.1,0.2,12775,0.114540,0.125997,0.021547,0.078928,0.215646,0.893855,0.000000
0.2,0.4,22422,0.110466,0.121857,0.020004,0.077888,0.205650,0.897645,0.000000
0.4,1.01,689714,0.096856,0.088615,0.020717,0.073320,0.235402,0.869478,0.000033
