condition,total_tokens,valid_tokens,acc_normal,acc_variant,acc_normal_pct,acc_variant_pct,c2c,c2w,w2c,w2w,c2c_pct,c2w_pct,w2c_pct,w2w_pct,net_acc_delta_pct
zero,1582560,1581684,545552,505228,34.4918,31.9424,462400,83152,42828,993304,29.2347,5.2572,2.7077,62.8004,-2.5494
random,1582560,1581684,545552,484553,34.4918,30.6353,446298,99254,38255,997877,28.2166,6.2752,2.4186,63.0895,-3.8566
